ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
185441191,Photo,Bar-tailed Godwit,Limosa lapponica,Limosa fedoa -- Marbled Godwit,Sharon J,2019-11-01,2019,11,1,1337,United States,US-CA-001,California,Alameda,Emeryville shoreline--near fire station,37.8365218,-122.3010791,Juvenile – 1,,Unspecified,"","",,,,,,,S61100440,"",,,"you can see its teeth! Ok not teeth, but there appear to be some sort of serrations on the upper bill","Continuing at high tide roost near commercial truck turnaround sign. Mostly sleeping, preening a bit.",Limosa lapponica,batgod,Species,5875,,4.00,3,,1136,1600
134392511,Photo,Common Raven,Corvus corax,,Sharon J,2019-01-10,2019,1,10,1050,United States,US-CA-001,California,Alameda,UC Berkeley--Strawberry Canyon,37.8712117,-122.2387791,"",,Unspecified,"","",,,,,,,S51533637,"",,,,"Perched very close together, making soft noises, some allopreening - more pair bonding than display, but counting it as courtship.",Corvus corax,comrav,Species,20703,,4.00,3,,1067,1600
72128451,Photo,Green Heron,Butorides virescens,,Sharon J,2017-10-16,2017,10,16,1313,United States,US-CA-001,California,Alameda,Lake Temescal,37.8467336,-122.2303775,"",,Unspecified,"","",,,,,,,S39965066,"",,,,,Butorides virescens,grnher,Species,7183,,4.00,3,,818,1200
366587741,Photo,Greater Yellowlegs,Tringa melanoleuca,,Sharon J,2021-09-04,2021,9,4,1104,United States,US-CA-001,California,Alameda,Don Edwards NWR--No Name Trail,37.5464008,-122.0973837,"",,Unspecified,"","",,,,,,,S94179115,"",,,,,Tringa melanoleuca,greyel,Species,6036,,4.50,2,,1067,1600
288408321,Photo,Red-necked Grebe,Podiceps grisegena,,Sharon J,2020-12-15,2020,12,15,1133,United States,US-CA-001,California,Alameda,Emeryville Marina,37.8393943,-122.3118854,"",,Unspecified,"","",,,,,,,S77529227,"",,,,"Smaller but stouter than Clark's. Thick bill only obviously yellow in center, culmen curved giving droopy look. Seen at 1:30 (approximately 2 hours after peak high tide) on the Bayside swimming close to shore, paralleling Powell St. About 37.836823, -122.312171 when first spotted. Moving rapidly Westward until I lost sight of it past the Hong Kong East Ocean Seafood restaurant.",Podiceps grisegena,rengre,Species,1770,,4.50,2,,1114,1600
288402801,Photo,Common Loon,Gavia immer,,Sharon J,2020-12-15,2020,12,15,1133,United States,US-CA-001,California,Alameda,Emeryville Marina,37.8393943,-122.3118854,Juvenile – 1,Foraging or Eating,Unspecified,"","",,,,,,,S77529227,"",,,,,Gavia immer,comloo,Species,6616,,4.50,2,"",1118,1600
288401851,Photo,Common Loon,Gavia immer,,Sharon J,2020-12-15,2020,12,15,1133,United States,US-CA-001,California,Alameda,Emeryville Marina,37.8393943,-122.3118854,Juvenile – 1,Foraging or Eating,Unspecified,"","",,,,,,,S77529227,"",,,,,Gavia immer,comloo,Species,6616,,4.50,2,"",1103,1600
288342881,Photo,Red-necked Grebe,Podiceps grisegena,,Sharon J,2020-12-15,2020,12,15,1133,United States,US-CA-001,California,Alameda,Emeryville Marina,37.8393943,-122.3118854,"",,Unspecified,"","",,,,,,,S77529227,"",,,,"Smaller but stouter than Clark's. Thick bill only obviously yellow in center, culmen curved giving droopy look. Seen at 1:30 (approximately 2 hours after peak high tide) on the Bayside swimming close to shore, paralleling Powell St. About 37.836823, -122.312171 when first spotted. Moving rapidly Westward until I lost sight of it past the Hong Kong East Ocean Seafood restaurant.",Podiceps grisegena,rengre,Species,1770,,4.50,2,,1126,1600
288341761,Photo,Red-necked Grebe,Podiceps grisegena,,Sharon J,2020-12-15,2020,12,15,1133,United States,US-CA-001,California,Alameda,Emeryville Marina,37.8393943,-122.3118854,"",,Unspecified,"","",,,,,,,S77529227,"",,,,"Smaller but stouter than Clark's. Thick bill only obviously yellow in center, culmen curved giving droopy look. Seen at 1:30 (approximately 2 hours after peak high tide) on the Bayside swimming close to shore, paralleling Powell St. About 37.836823, -122.312171 when first spotted. Moving rapidly Westward until I lost sight of it past the Hong Kong East Ocean Seafood restaurant.",Podiceps grisegena,rengre,Species,1770,,4.50,2,,1191,1600
282858471,Photo,Horned Grebe,Podiceps auritus,,Sharon J,2020-11-25,2020,11,25,1312,United States,US-CA-001,California,Alameda,John Sutter Regional Park,37.8210431,-122.3277332,"",,Unspecified,"","",,,,,,,S76689682,"",,,,,Podiceps auritus,horgre,Species,1767,,4.50,2,,1110,1600
282325281,Photo,Double-crested Cormorant,Nannopterum auritum,,Sharon J,2020-11-23,2020,11,23,1027,United States,US-CA-001,California,Alameda,Lake Temescal,37.8467336,-122.2303775,"",,Unspecified,"","",,,,,,,S76607303,"",,,,,Nannopterum auritum,doccor,Species,6999,,4.50,2,,1117,1600
282325241,Photo,Double-crested Cormorant,Nannopterum auritum,,Sharon J,2020-11-23,2020,11,23,1027,United States,US-CA-001,California,Alameda,Lake Temescal,37.8467336,-122.2303775,"",Foraging or Eating,Unspecified,"","",,,,,,,S76607303,"",,,,,Nannopterum auritum,doccor,Species,6999,,4.50,2,"",1067,1600
259776291,Photo,Black-crowned Night-Heron,Nycticorax nycticorax,,Sharon J,2020-09-02,2020,9,2,1445,United States,US-CA-001,California,Alameda,Emeryville Marina,37.8393943,-122.3118854,Adult – 1,,Unspecified,"","",,,,,,,S73117738,"",,,,,Nycticorax nycticorax,bcnher,Species,7227,,4.50,2,,1067,1600
259373441,Photo,Common Yellowthroat,Geothlypis trichas,,Sharon J,2020-08-31,2020,8,31,1529,United States,US-CA-001,California,Alameda,Albany Mudflats,37.8923310,-122.3117995,"",,Unspecified,"","",,,,,,,S73050654,"",,,,,Geothlypis trichas,comyel,Species,32744,,4.50,2,,1156,1600
226821981,Photo,Oak Titmouse,Baeolophus inornatus,,Sharon J,2020-04-24,2020,4,24,1030,United States,US-CA-001,California,Alameda,South Berkeley residential,37.8600606,-122.2629882,"Adult – 1; Juvenile – 1",Feeding Young,Unspecified,"","",,,,,,,S67727607,"",,,,,Baeolophus inornatus,oaktit,Species,21342,,4.50,2,"",1204,1600
213115661,Photo,Ruby-throated Hummingbird,Archilochus colubris,,Sharon J,2020-01-27,2020,1,27,900,Costa Rica,CR-G,Guanacaste,,"Villa Mariposa, Nosara, Guanacaste Province, CR (9.991, -85.625)",9.9909019,-85.6253560,Immature Male – 1,"Flying; Foraging or Eating",Unspecified,"","",,,,,,,S65181409,"",,,,,Archilochus colubris,rthhum,Species,4652,,4.50,2,"",1155,1600
213115651,Photo,Ruby-throated Hummingbird,Archilochus colubris,,Sharon J,2020-01-27,2020,1,27,900,Costa Rica,CR-G,Guanacaste,,"Villa Mariposa, Nosara, Guanacaste Province, CR (9.991, -85.625)",9.9909019,-85.6253560,Immature Male – 1,"Flying; Foraging or Eating; Molting",Unspecified,"","",,,,,,,S65181409,"",,,,,Archilochus colubris,rthhum,Species,4652,,4.50,2,"",1159,1600
213115641,Photo,Ruby-throated Hummingbird,Archilochus colubris,,Sharon J,2020-01-27,2020,1,27,900,Costa Rica,CR-G,Guanacaste,,"Villa Mariposa, Nosara, Guanacaste Province, CR (9.991, -85.625)",9.9909019,-85.6253560,Immature Male – 1,"Flying; Foraging or Eating",Unspecified,"","",,,,,,,S65181409,"",,,,,Archilochus colubris,rthhum,Species,4652,,4.50,2,"",1145,1600
207868571,Photo,Yellow-throated Vireo,Vireo flavifrons,,Sharon J,2020-01-28,2020,1,28,1058,Costa Rica,CR-G,Guanacaste,,"Finca Austria, Nosara, Provincia de Guanacaste, CR (9.986, -85.624)",9.9863072,-85.6239331,"",Foraging or Eating,Unspecified,"","",,,,,,,S63885772,"",,,,,Vireo flavifrons,yetvir,Species,18374,,4.50,2,"",1096,1600
207101281,Photo,Scissor-tailed Flycatcher,Tyrannus forficatus,,Sharon J,2020-01-25,2020,1,25,731,Costa Rica,CR-G,Guanacaste,,Liberia--Hilton Garden Inn (airport),10.5918134,-85.5308175,"",,Unspecified,"","",,,,,,,S63756390,"",,,,,Tyrannus forficatus,sctfly,Species,16816,,4.50,2,,1147,1600
207099951,Photo,Streak-backed Oriole,Icterus pustulatus,,Sharon J,2020-01-25,2020,1,25,731,Costa Rica,CR-G,Guanacaste,,Liberia--Hilton Garden Inn (airport),10.5918134,-85.5308175,"",,Unspecified,"","",,,,,,,S63756390,"",,,,,Icterus pustulatus,stbori,Species,32450,,4.50,2,,1095,1600
198547221,Photo,Surfbird,Calidris virgata,,Sharon J,2020-01-10,2020,1,10,1204,United States,US-CA-001,California,Alameda,Emeryville shoreline--near fire station,37.8365218,-122.3010791,"",Flying,Unspecified,"","",,,,,,,S63246384,"",,,,,Calidris virgata,surfbi,Species,5908,,4.50,2,"",2065,2847
197403231,Photo,Red-throated Loon,Gavia stellata,,Sharon J,2015-01-29,2015,1,29,1500,United States,US-CA-001,California,Alameda,Albany Bulb,37.8900570,-122.3246200,"",,Unspecified,"","",,,,,,,S25903682,"",,,,,Gavia stellata,retloo,Species,6541,,4.50,2,,800,1200
193017961,Photo,Glaucous-winged Gull,Larus glaucescens,,Sharon J,2019-12-13,2019,12,13,1218,United States,US-CA-001,California,Alameda,Emeryville shoreline--near fire station,37.8365218,-122.3010791,Juvenile – 1,Foraging or Eating,Unspecified,"","",,,,,,,S62278077,"",,,,,Larus glaucescens,glwgul,Species,6315,,4.50,2,"",1067,1600
193017951,Photo,Glaucous-winged Gull,Larus glaucescens,,Sharon J,2019-12-13,2019,12,13,1218,United States,US-CA-001,California,Alameda,Emeryville shoreline--near fire station,37.8365218,-122.3010791,Juvenile – 1,,Unspecified,"","",,,,,,,S62278077,"",,,,,Larus glaucescens,glwgul,Species,6315,,4.50,2,,1067,1600
169975611,Photo,Northern Harrier,Circus hudsonius,,Sharon J,2019-07-26,2019,7,26,1236,United States,US-CA-001,California,Alameda,Hayward Regional Shoreline--Grant Ave. access,37.6679579,-122.1614027,"",,Unspecified,"","",,,,,,,S58480674,"",,,,,Circus hudsonius,norhar2,Species,7653,,4.50,2,,1047,1600
169975461,Photo,Northern Harrier,Circus hudsonius,,Sharon J,2019-07-26,2019,7,26,1236,United States,US-CA-001,California,Alameda,Hayward Regional Shoreline--Grant Ave. access,37.6679579,-122.1614027,"",,Unspecified,"","",,,,,,,S58480674,"",,,,,Circus hudsonius,norhar2,Species,7653,,4.50,2,,1179,1600
159399681,Photo,Tree Swallow,Tachycineta bicolor,,Sharon J,2019-05-10,2019,5,10,1214,United States,US-CA-001,California,Alameda,Garin/Dry Creek Pioneer Regional Park,37.6284527,-122.0283920,"",,Unspecified,"","",,,,,,,S56102854,"",,,,,Tachycineta bicolor,treswa,Species,23074,,4.50,2,,1033,1600
155533761,Photo,Ash-throated Flycatcher,Myiarchus cinerascens,,Sharon J,2019-05-02,2019,5,2,1257,United States,US-CA-001,California,Alameda,Sycamore Grove Park - Arroyo Entrance,37.6249019,-121.7573611,"",,Unspecified,"","",,,,,,,S55697038,"",,,,,Myiarchus cinerascens,astfly,Species,16656,,4.50,2,,1211,1600
139413471,Photo,Black Phoebe,Sayornis nigricans,,Sharon J,2019-02-06,2019,2,6,745,United States,US-CA-041,California,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.5155830,"",,Unspecified,"","",,,,,,,S52436303,"",,,,,Sayornis nigricans,blkpho,Species,16224,,4.50,2,,,
93090361,Photo,Lark Sparrow,Chondestes grammacus,,Sharon J,2018-04-05,2018,4,5,1651,United States,US-CA-001,California,Alameda,Del Valle Regional Park,37.5851261,-121.6988182,"",,Unspecified,"","",,,,,,,S44287801,"",,,,,Chondestes grammacus,larspa,Species,31772,,4.50,2,,1107,1600
84548921,Photo,Ring-billed Gull,Larus delawarensis,,Sharon J,2018-02-03,2018,2,3,1533,United States,US-CA-001,California,Alameda,Rotary Nature Center,37.8071944,-122.2559479,"",,Unspecified,"","",,,,,,,S42471240,"",,,,,Larus delawarensis,ribgul,Species,6263,,4.50,2,,1067,1600
83602391,Photo,"Iceland Gull (Thayer's)",Larus glaucoides thayeri,,Sharon J,2018-01-27,2018,1,27,850,United States,US-CA-075,California,San Francisco,Lake Merced--Concrete Bridge area,37.7126918,-122.4879456,Immature,,Unspecified,"","",,,,,,,S42277368,"",,,1st cycle,,Larus glaucoides,thagul,Group,6294,,4.50,2,,1067,1600
83602381,Photo,"Iceland Gull (Thayer's)",Larus glaucoides thayeri,,Sharon J,2018-01-27,2018,1,27,850,United States,US-CA-075,California,San Francisco,Lake Merced--Concrete Bridge area,37.7126918,-122.4879456,Immature,,Unspecified,"","",,,,,,,S42277368,"",,,1st cycle,,Larus glaucoides,thagul,Group,6294,,4.50,2,,1067,1600
79651661,Photo,Ring-billed Gull,Larus delawarensis,,Sharon J,2017-12-21,2017,12,21,1127,United States,US-VA-059,Virginia,Fairfax,Dyke Marsh Wildlife Preserve,38.7695000,-77.0494000,"",,Unspecified,"","",,,,,,,S41235344,"",,,,,Larus delawarensis,ribgul,Species,6263,,4.50,2,,993,1600
77263911,Photo,"Ross's Goose",Anser rossii,,Sharon J,2017-12-04,2017,12,4,1353,United States,US-CA-001,California,Alameda,Hayward Regional Shoreline--Mt. Trashmore,37.6442428,-122.1498156,"",,Unspecified,"","",,,,,,,S40913513,"",,,,"May be hybrid - lack of pronounced grin patch indicates against pure Snow. Fairly straight vertical delineation between bill and cheek used as deciding factor despite bill seemingly on long side for pure Ross'.",Anser rossii,rosgoo,Species,243,,4.50,2,,1087,1600
68567101,Photo,"Townsend's Warbler",Setophaga townsendi,,Sharon J,2017-09-10,2017,9,10,1630,United States,US-CA-075,California,San Francisco,Golden Gate Park--West Maintenance Yard,37.7650918,-122.5084698,"",,Unspecified,"","",,,,,,,S39118696,"",,,,,Setophaga townsendi,towwar,Species,32897,,4.50,2,,1707,2091
65860671,Photo,Whimbrel,Numenius phaeopus,,Sharon J,2017-08-10,2017,8,10,1502,United States,US-CA-001,California,Alameda,Emeryville shoreline--near fire station,37.8365218,-122.3010791,"",,Unspecified,"","",,,,,,,S38579065,"",,,,,Numenius phaeopus,whimbr,Species,5803,,4.50,2,,2747,3590
65613201,Photo,"Heermann's Gull",Larus heermanni,,Sharon J,2017-08-08,2017,8,8,1403,United States,US-CA-001,California,Alameda,Elsie Roemer Bird Sanctuary,37.7525975,-122.2473836,"",,Unspecified,"","",,,,,,,S38551845,"",,,,,Larus heermanni,heegul,Species,6256,,4.50,2,,3712,5568
50081791,Photo,Brown Creeper,Certhia americana,,Sharon J,2017-03-04,2017,3,4,1516,United States,US-CA-001,California,Alameda,Redwood Regional Park--Canyon Meadow area,37.8076280,-122.1488356,"",,Unspecified,"","",,,,,,,S34967630,"",,,,,Certhia americana,brncre,Species,25958,,4.50,2,,1068,1200
41309761,Photo,Black-crowned Night-Heron,Nycticorax nycticorax,,Sharon J,2016-11-28,2016,11,28,1438,United States,US-CA-001,California,Alameda,Rotary Nature Center,37.8071944,-122.2559479,Juvenile,,Unspecified,"","",,,,,,,S32773419,"",,,,,Nycticorax nycticorax,bcnher,Species,7227,,4.50,2,,900,1200
41309571,Photo,Great Blue Heron,Ardea herodias,,Sharon J,2016-11-28,2016,11,28,1438,United States,US-CA-001,California,Alameda,Rotary Nature Center,37.8071944,-122.2559479,Adult,,Unspecified,"","",,,,,,,S32773419,"",,,,,Ardea herodias,grbher3,Species,7168,,4.50,2,,1500,2000
40032241,Photo,California Scrub-Jay,Aphelocoma californica,,Sharon J,2016-11-15,2016,11,15,955,United States,US-CA-001,California,Alameda,South Berkeley residential,37.8600606,-122.2629882,Adult,,Unspecified,"","",,,,,,,S32566282,"",,,,,Aphelocoma californica,cowscj1,Species,20382,,4.50,2,,900,1200
21624881,Photo,Common Goldeneye,Bucephala clangula,,Sharon J,2015-12-05,2015,12,5,1515,United States,US-CA-001,California,Alameda,Berkeley Aquatic Park,37.8558130,-122.2977448,"",,Unspecified,"","",,,,,,,S26143100,"",,,,"nearly a dozen more seen later, after count ended, on opposite side of lagoon",Bucephala clangula,comgol,Species,642,,4.50,2,,816,1128
71502321,Photo,Spotted Sandpiper,Actitis macularius,,Sharon J,2017-10-10,2017,10,10,1453,United States,US-CA-001,California,Alameda,McLaughlin Eastshore SP--Berkeley Meadow,37.8670193,-122.3102331,"",,Unspecified,"","",,,,,,,S39817585,"",,,,,Actitis macularius,sposan,Species,5970,,3.40,5,,908,1200
371685421,Photo,Clay-colored Sparrow,Spizella pallida,,Sharon J,2021-09-22,2021,9,22,1118,United States,US-CA-001,California,Alameda,McLaughlin Eastshore SP--Albany access,37.8903260,-122.3147650,"",,Unspecified,"","",,,,,,,S95027821,"",,,,"Found yesterday by Alex Henry. Very skittish but eventually seen with large bushtit flock in fennel patch by large dirt mound. Views both distant and brief, but clearly small and bright for a sparrow. Unstreaked front.  Glimpsed again and could clearly make out clean grey nape and white malar, short bill. Got decent photos on second sighting.",Spizella pallida,clcspa,Species,31911,,3.67,3,,1151,1600
368105981,Photo,Canada Warbler,Cardellina canadensis,,Sharon J,2021-09-09,2021,9,9,1229,United States,US-CA-013,California,Contra Costa,Wildcat Canyon Regional Park,37.9394931,-122.2982168,"",,Unspecified,"","",,,,,,,S94433254,"",,,,"Blue-grey back and hood, prominent full eyering, yellow chin throat and belly. A little yellow in the supraloral area. White vent. Seen flicking tail on occasion. Pink legs. Faintest necklace. Very actively hopping up and down 5-25' adjacent to trunk of eucalyptus for perhaps 15 minutes. Two other birders saw around 1:15. Many other birders saw it earlier. Photos obtained. Lifer!! edit: On my way out I ran into Pat Mahoney and Bryan Flaig. I backtracked and we found the bird and watched until around 2 when we went to bird elsewhere. We stopped in again on the way back out around 4:30 and it was still working the same Eucalyptuses.",Cardellina canadensis,canwar,Species,33215,,3.67,3,,1203,1600
96453511,Photo,Least Tern,Sternula antillarum,,Sharon J,2018-04-25,2018,4,25,1002,United States,US-CA-001,California,Alameda,McLaughlin Eastshore SP--Albany access,37.8903260,-122.3147650,"",,Unspecified,"","",,,,,,,S44934767,"",,,,FOS. Seen on North side (a few seen on South as well after I stopped recording). Fish gift offered and accepted on pylon..,Sternula antillarum,leater1,Species,6404,,3.67,3,,1174,1600
75536651,Photo,Red-footed Booby,Sula sula,,Sharon J,2017-11-18,2017,11,18,1410,United States,US-CA-081,California,San Mateo,Pillar Point Harbor,37.4975376,-122.4906063,Immature,,Unspecified,"","",,,,,,,S40581341,"",,,Doing the booby shuffle,Continuing near Eastern (left when viewed from pier) end of detached breakwater.,Sula sula,refboo,Species,6930,,3.67,3,,1117,1600
70331811,Photo,Black-throated Gray Warbler,Setophaga nigrescens,,Sharon J,2017-09-29,2017,9,29,1347,United States,US-CA-013,California,Contra Costa,Contra Costa Canal Trail,37.9233977,-122.0501983,"",,Unspecified,"","",,,,,,,S39460419,"",,,,,Setophaga nigrescens,btywar,Species,32892,,3.67,3,,869,1200
66496561,Photo,Spotted Owl,Strix occidentalis,,Sharon J,,,,,,United States,US-CA-041,California,Marin,,,,Juvenile,,Unspecified,"","",,,,,,,,"",,,,,Strix occidentalis,spoowl,Species,8689,,3.67,3,,2724,3137
32995561,Photo,Western Screech-Owl,Megascops kennicottii,,Sharon J,2016-08-20,2016,8,20,1347,United States,US-CA-013,California,Contra Costa,Lafayette / Moraga Regional Trail,37.8547964,-122.1034241,Adult,,Unspecified,"","",,,,,,,S31170352,"",,,,,Megascops kennicottii,wesowl1,Species,8348,,3.67,3,,2400,3200
32995541,Photo,Western Screech-Owl,Megascops kennicottii,,Sharon J,2016-08-20,2016,8,20,1347,United States,US-CA-013,California,Contra Costa,Lafayette / Moraga Regional Trail,37.8547964,-122.1034241,Adult,,Unspecified,"","",,,,,,,S31170352,"",,,,,Megascops kennicottii,wesowl1,Species,8348,,3.67,3,,2400,3200
389992571,Photo,Bald Eagle,Haliaeetus leucocephalus,,Sharon J,2021-11-21,2021,11,21,1330,United States,US-CA-021,California,Glenn,Sacramento NWR--Auto Tour Route,39.4284385,-122.1564999,"",,Unspecified,"","",,,,,,,S97910759,"",,,,,Haliaeetus leucocephalus,baleag,Species,7967,,4.00,2,,1128,1600
386974311,Photo,Northern Mockingbird,Mimus polyglottos,,Sharon J,2021-11-09,2021,11,9,1226,United States,US-CA-001,California,Alameda,Mlk Shoreline--New Marsh/San Leandro Creek,37.7370688,-122.2036665,"",,Unspecified,"","",,,,,,,S97365748,"",,,,,Mimus polyglottos,normoc,Species,27176,,4.00,2,,1071,1600
386300821,Photo,Golden-crowned Kinglet,Regulus satrapa,,Sharon J,2021-11-07,2021,11,7,1122,United States,US-CA-075,California,San Francisco,Golden Gate Park--San Francisco Botanical Garden,37.7675937,-122.4688053,"",,Unspecified,"","",,,,,,,S97273588,"",,,,,Regulus satrapa,gockin,Species,25946,,4.00,2,,1188,1600
